Name,Author,Old_Price,New_Price,Ratings,Discount(%)
The Power of your Subconscious Mind : The Power of your Subconscious Mind in Marathi à¤†à¤ªà¤²à¥�à¤¯à¤¾ à¤…à¤µà¤šà¥‡à¤¤à¤¨ à¤®à¤¨à¤¾à¤šà¥€ à¤¶à¤•à¥�à¤¤à¥€,Joseph Murphy,190,190,4.7,0.0
Kiran SSC English Language Chapterwise Solved Papers 16000+ Objective Questions (English Medium)(3508),Think Tank of Kiran Institute of Career Excellence Pvt Ltd,809,809,3.8,0.0
Oxford Advanced Learner's Dictionary Hardback (with 1 year's access to both Premium Online and App),Oxford University Press,950,1250,4.5,24.0
Upside-Down King,Sudha Murty,223,275,5.0,19.0
Capital (Das Kapital),,620,899,4.0,31.0
Organic Chemistry | 8th Edition | By Pearson,Paula Yurkanis Bruice,989,1285,4.4,23.0
Shivdas CBSE Class 10 ENGLISH Language & Literature 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams,Shivdas Editorial,258,258,N/A,0.0
Exam Preparatory Manual for Undergraduates: Medicine,Archith Boloor,1310,1795,N/A,27.0
Peppa Pig: 1000 First Words Sticker Book,Peppa Pig,396,550,4.6,28.0
A is for Apple,Tiger Tales,431,525,4.3,18.0
Oswaal CBSE Class 10 Hindi - B Chapterwise & Topicwise Question Bank Book (For 2022-23 Exam),Oswaal Editorial Board,525,525,4.0,0.0
CBSE All In One Information Technology (Code 402) Class 11 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),Neetu Gaikwad,4452,5059,3.4,12.0
Maila Aanchal,Phanishwarnath Renu,119,199,3.9,40.0
Miss Adventures of a Salesgirl,NA,236,295,4.5,20.0
Oswaal CBSE Class 10 Hindi - B Question Bank 2023-24 Book,,4540,4540,N/A,0.0
Oswal - Gurukul Biology Most Likely Question Bank,Oswal,2023,2199,5.0,8.0
Bobby Fischer Teaches Chess,Don Mosenfelder,333,450,4.8,26.0
Mahabharata,Anupa Lal,119,199,4.8,40.0
Sex Positions for Women,Stefan Ziglar,896,924,5.0,3.0
Death Note Complete Box Set,Takeshi Obata,6138,9900,5.0,38.0
Prophet (Deluxe Hardbound Edition),Kahlil Gibran,364,499,4.3,27.0
"Oswaal 34 Years' NEET UG Solved Papers Chapterwise & Topicwise 1988-2021, Class 12 (Set of 3 Books) Physics, Chemistry, Biology (For 2022 Exam)",Oswaal Editorial Board,2566,2566,4.1,0.0
How to Finish Everything You Start,Jan Yager,373,439,3.8,15.0
"MTG 18 Years Karnataka CET Chapterwise Solutions Physics, Chemistry & Mathematics - KCET Previous Year Solved Papers, KCET Engineering Entrance Exam Books 2024",MTG Editorial Board,573,573,N/A,0.0
Problems and Solutions in Physical Chemistry | For JEE Main and Advanced | Second Edition | By Pearson,Neeraj Kumar,506,640,4.4,21.0
Human Body Minipedia,Dreamland Publications,170,230,4.9,26.0
"Oswaal CBSE Class 10th 20 Combined Sample Question Papers ( Science, Mathematics Standard, Social Science, English Language And Literature) & 10 Previous Years' Solved Papers (Set of 2 Books) For 2024 Board Exams",Oswaal Editorial Board,1361,1361,N/A,0.0
NCERT Examplar Mathematics 12th,Ankesh Kumar Singh,5296,5460,4.2,3.0
Pharmacological Classification of Drugs with Doses and Preparations,K.D. Tripathi,378,450,4.3,16.0
Educart CBSE ENGLISH CORE Chapterwise Question Bank Class 12 (with Solved Papers) for 2023-2024,Educart,668,668,N/A,0.0
Princesses - Coloring and Sticker Activity Book (With 150+ Stickers),Wonder House Books,207,249,4.6,17.0
"Oswaal CBSE Question Bank Class 12 English, Physics, Chemistry & Biology (Set of 4 Books) (For 2024 Board Exams)",Oswaal Editorial Board,2477,2477,N/A,0.0
"Oswal - Gurukul Science Stream 10 Years Solved Papers for ISC Class 12 Exam 2024 - Yearwise Board Solutions (Eng I & II, Hindi, Physics, Chemistry, Biology, Maths, Computer Science & Physical Edu)",Oswal - Gurukul,1103,1103,N/A,0.0
1984 (Hindi),George Orwell,119,199,4.1,40.0
Cyber Encounters,Ashok Kumar,239,299,N/A,20.0
My Life in Full,Indra K Nooyi,1848,2226,4.8,17.0
CRUCIAL CONVERSATIONS,Emily Gregory,599,799,N/A,25.0
The Fault in Our Stars,John Green,333,450,5.0,26.0
Why We Sleep,Matthew Walker,443,599,4.8,26.0
Alphabet,,111,185,4.5,40.0
Percy Jackson and the Lightning Thief (Book 1),Rick Riordan,333,450,4.7,26.0
Word Search: Brain Games,Wonder House Books,89,149,4.8,40.0
"Mental Maths - Mathematics Activity Book 3 for class 3+, Age 7+ Years",Maple Press,161,161,N/A,0.0
Lippincott Illustrated Reviews: Biochemistry,"Singh, Ritu|Goyal, Rajeev",1423,1423,5.0,0.0
"The Illustrated Ramayana: The timeless epic of duty, love, and redemption",DK,1223,1799,4.6,32.0
"Don't Lose Your Mind, Lose Your Weight",Rujuta Diwekar,205,250,5.0,18.0
World's Favourite,,758,1099,4.8,31.0
"Fairy Tales (Set of 10 Story Books for Little Kids) (Illustrated) - Aladin, Cinderella, Little Mermaid, Sleeping Beauty, Snow White... Rapunzel",Maple Press,297,297,4.2,0.0
Pearson IIT Foundation Chemistry Class 8,Trishna,377,377,3.8,0.0
A Passage To India,E. M. Forster,207,249,4.1,17.0
Errorless 45 Previous Years IIT JEE Advanced (1978 - 2022) + JEE Main (2013 - 2022) CHEMISTRY Chapterwise & Topicwise Solved Papers 18th Edition PYQ Question Bank in NCERT Flow with 100% Detailed Solutions for JEE 2023,,4998,5880,4.8,15.0
"Unruly Figures: Queerness, Sex Work, And The Politics Of Sexuality In Kerala","Mokkil, Navaneetha",549,795,N/A,31.0
MTG NCERT Textbook + Exemplar Problem Solutions Class 12 Chemistry | Complete Solutions to All Objective & Subjective Questions,MTG Editorial Board,229,229,N/A,0.0
21 Lessons for the 21st Century,Yuval Noah Harari,489,699,4.9,30.0
Joys of Compounding:,Gautam Baid,389,599,5.0,35.0
Table Book,Nidhi Vohra,989,1099,5.0,10.0
New Trader Rich Trader,Holly Burns,820,1038,3.7,21.0
Oswaal UPPSC Prelims 15 Year-Wise Solved Papers General Studies Paper-I (2009-2023) General Studies (CSAT) Paper-II (2013-2023) For 2024 Exam,Oswaal Editorial Board,922,922,N/A,0.0
"Brain Boosting Activity Book Set (Set of 4 books) - Mazes, Dot to Dot, Spot the Difference and Matching - Fun Early Learning Activity Books for Kids - 3 Years to 6 Years Old Children - LKG",Maple Press,174,174,3.4,0.0
Meditations,Gregory Hays,384,499,4.2,23.0
Think And Grow Rich (Pocket Classic),Napoleon Hill,77,129,4.0,40.0
"Guns, Germs and Steel","David L,Goodstein, Judith R Goodstein",489,699,4.5,30.0
Atmamun,Kapil Gupta MD,1184,1260,4.0,6.0
Jaya,Dr. Devdutt Pattanaik,364,499,4.5,27.0
Rich Dad's Cashflow Quadrant,Kiyosaki Rober,325,664,4.9,51.0
The Miracle Morning,Hal Elrod,291,399,4.6,27.0
Diary of a Wimpy Kid: The Meltdown (Book 13),"Kinney, Jeff",303,399,4.0,24.0
Asana Pranayama Mudra Bandha,"Satyananda, Swami|Saraswati, Swami",343,343,4.9,0.0
Heartstopper Volume 5,Alice Oseman,1057,1429,5.0,26.0
MAUN MUSKAAN KI MAAR (PB),Ashutosh Rana,231,350,4.7,34.0
Little Women,Louisa May Alcott,270,350,4.2,23.0
Ross and Wilson Anatomy and Physiology in Health and Illness International Edition,Anne Waugh,1090,1380,4.3,21.0
Numbers 1-100,,111,185,4.8,40.0
"Oswaal NTA CUET (UG) Question Bank Quantitative Aptitude, General Awareness & Logical Reasoning (Set of 3 Books)(Entrance Exam Preparation Book 2024)",Oswaal Editorial Board,1465,1465,N/A,0.0
"Ross And Wilson Anatomy And Physiology In Health And Illness, International Edition, 14E",NA,1221,1795,3.9,32.0
Emotional Intelligence: Why It Can Matter More Than IQ,"Goleman, Daniel",339,499,4.7,32.0
Sultan : A Memoir,"Akram, Wasim",454,699,N/A,35.0
Autobiography of A Yogi,,116,194,5.0,40.0
Mindful Mother,Naomi Chunilal,1548,1548,3.2,0.0
My Big Wipe and Clean Book of Pen Control for Kids,Wonder House Books,332,449,2.8,26.0
Shadow and Bone Trilogy Boxed Set,Leigh Bardugo,1728,2743,3.9,37.0
Essential Orthopaedics,Maheshwari,716,895,4.8,20.0
Modi & India,Rahul Shivshankar,489,699,N/A,30.0
Good Habits - 2,,111,185,5.0,40.0
Something I'm Waiting to Tell You: The sequel to the National bestseller Something I Never Told You - 'Limited-edition digitally signed copies',"Bhinder, Shravya",205,250,4.7,18.0
"Oswal - Gurukul Physics Most Likely Question Bank for ICSE Class 10 for 2024 Exam - Chapterwise & Categorywise Topics, Previous Years Board Questions, Latest Syllabus Pattern",Oswal - Gurukul,410,410,N/A,0.0
MTG 51 English Grammar Worksheets Class 3 â€“ Grammar Work books to practice English concepts in interactive way (Based on CBSE/NCERT),MTG Editorial Board,249,249,N/A,0.0
Uttar Pradesh Polytechnic Joint Entrance Exam 2024 Hindi,"Dr. Ajay Kumar , Nirmal Pandey, Sanjeev Dixit",649,649,N/A,0.0
100 Baggers,Christopher W Mayer,259,399,4.8,35.0
Mindset,Carol S Dweck,271,399,4.4,32.0
Rashtriya Military School (RMS-CET) Class 6 Practice Set Preparation Book for Entrance Exam 2023 (English Medium),Radian Book Company,371,371,N/A,0.0
Dinosaurs - Coloring and Sticker Activity Book (With 150+ Stickers),Wonder House Books,207,249,4.9,17.0
The Man Who Knew Too Much,Gilbert K Chesterton,271,271,3.5,0.0
Unposted Letter,Tt Rangarajan,1570,1570,4.8,0.0
Bailey & Love's Short Practice of Surgery - 28th Edition,P Ronan O'connell,3931,5867,4.6,33.0
Oswal - Gurukul Mathematics Most Likely Question Bank,Oswal,2504,2814,4.8,11.0
Sachchi Ramayan,Periyar E. V. Ramasamy,119,199,4.5,40.0
Secondary School Mathematics for Class 10 (Examination 2020-2021),R.S. Aggarwal,789,877,4.1,10.0
NEET/NEXT ESSENCE,Pritesh Kumar Singh,8764,10433,4.0,16.0
How to Talk So Kids Will Listen and Listen So Kids Will Talk,"Faber, Adele|Mazlish, Elaine",324,499,4.8,35.0
The Psychology of Money (Gujarati),"Housel, Morgan",250,275,4.5,9.0
Mandala Colouring For Kids Pack (2 Titles),Dreamland Publications,207,300,5.0,31.0
Wind on Haunted Hill,Ruskin Bond,119,199,3.9,40.0
Lokvyavahar,Dale Carnegie,1458,1869,4.3,22.0
"Oswal - Gurukul Humanities Stream Last Years 10 Solved Papers for CBSE Class 12 Exam 2024 - Yearwise Board Solutions (History, Geo, Pol. Science, Eco, Sociology, Psychology, Eng & Phy. Edu) All Sets",Oswal - Gurukul,1223,1223,N/A,0.0
"Saunders Comprehensive Review For The Nclex-Rn Examination, 4Sae",Kaushik,2414,3550,4.6,32.0
"Head First Design Patterns: Building Extensible and Maintainable Object-Oriented Software, Second Edition (Grayscale Indian Edition)",Eric Freeman|Elisabeth Robson,2250,2250,4.8,0.0
"Wiley's J.D. Lee Concise Inorganic Chemistry for JEE (Main & Advanced), 5ed, 2024",Sudarsan Guha,695,939,N/A,26.0
Saat Chiranjeevi,Ramesh Soni,180,250,3.5,28.0
Sudoku - Brain Booster Puzzles for Kids,Wonder House Books,425,599,4.9,29.0
Norwegian Wood,Haruki Murakami,1021,1399,N/A,27.0
Great Gatsby (Deluxe Hardbound Edition),F. Scott Fitzgerald,364,499,4.9,27.0
The Fine Print,Lauren Asher,413,599,5.0,31.0
Dune,Frank Herbert,503,599,4.4,16.0
"One-Punch Man, Vol. 1",Yusuke Murata,635,1008,4.3,37.0
Data Structures and Algorithms Made Easy in Java,Narasimha Karumanchi,2352,2940,4.7,20.0
"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition",William O'Neil,1372,1960,4.4,30.0
Solar System,,111,185,4.6,40.0
Anna Karenina,Richard Pevear,333,450,3.3,26.0
"Practical English Usage, 4th edition: International Edition (without online access)",Michael Swan,520,675,4.6,23.0
Be Kind,Pat Zietlow Miller,309,499,4.8,38.0
Ashtavakra Gita,Swami Nityaswarupananda,107,179,N/A,40.0
The Hero Of Tiger Hill: Autobiography Of A Param Vir,NA,252,350,4.6,28.0
"Netter Atlas Of Human Anatomy: Classic Regional Approach, International Edition -8Th Ed: A Regional Approach (Netter Basic Science)",NA,1629,2395,4.9,32.0
"The Lexicon for Ethics, Integrity & Aptitude 2024",Niraj Kumar,488,525,N/A,7.0
I Came Upon a Lighthouse: A Short Memoir of Life with Ratan Tata,"Naidu, Shantanu",194,299,4.8,35.0
NCERT Exemplar Problems-Solutions Mathematics class 9th,Amit Rastogi,4155,4284,N/A,3.0
"Gurukul 36 Sample Question Papers (Eng, Hindi A & B, Maths, Science, Social Science) CBSE Class 9 Exam 2024 : Fully Solved Solutions, Unsolved Papers, Latest Board Syllabus",Oswal Publishers,619,619,N/A,0.0
Meri Pratham Hindi Sulekh Shabd Gyaan,Wonder House Books,89,149,4.0,40.0
Brilliant Brain Activity Book 6+,Dreamland Publications,195,278,4.5,30.0
Peel & Paste: Book 1,Wonder House Books,207,249,N/A,17.0
Jolly Kids Read With Happy Phonics Stories (Set of 6)| Vowel Sound Words| Phonic Stories for Kids Ages 3-8 Years,Jolly Kids,569,569,4.7,0.0
How the Sea Became Salty,Sudha Murty,119,199,4.3,40.0
A Handbook for Electrical Engineering,ME Editorial Board,404,404,4.0,0.0
Throne of Glass Box Set (Paperback),Sarah J. Maas,6826,8640,4.8,21.0
Essays Demystified For UPSC CSE & Competitive Exams,"Nishant Jain, IAS",260,400,N/A,35.0
NTA UGC NET/JRF/SET Economics Second Edition,Simranjit Kaur,303,399,4.3,24.0
MTG 51 English Grammar Worksheets Class 1 â€“ Grammar Work books to practice English concepts in interactive way (Based on CBSE/NCERT),MTG Editorial Board,255,255,N/A,0.0
Oswaal CBSE Chapterwise & Topicwise Question Bank Class 9 English Language and Literature Book (For 2022-23 Exam),Oswaal Editorial Board,507,507,4.8,0.0
Math Activity Book for Kids - 200+ Activities for Age 3+ Years,Maple Press,75,125,N/A,40.0
Hindi Sulekha Varnmala,,66,110,4.6,40.0
Disciplined Trader,Mark Douglas,1679,2399,5.0,30.0
"I'm OK, You're OK",Thomas Anthony Harris,303,399,N/A,24.0
42 Years Chapterwise Topicwise Solved Papers (2020-1979) IIT JEE Main & Advanced Physics,DC Pandey,552,552,4.1,0.0
"NKJV, Gift and Award Bible, Leather-Look, Burgundy, Red Letter Edition",Thomas Nelson,553,850,4.3,35.0
How to Hug a Porcupine,Debbie Joffe Ellis,117,195,5.0,40.0
Understanding Physics JEE Main and Advanced Mechanics Volume 1 2023-24,DC Pandey,8718,8988,N/A,3.0
Dog Days,Jeff Kinney,303,399,4.4,24.0
"Introduction to Algorithms, Fourth Edition",Thomas H. Cormen,7615,7615,3.8,0.0
Jolly Kids Baby's First High Contrast Book Set for Newborns Age 0-12 months (Set of 4) | Board Book | Black & White Book,Jolly Kids,682,682,N/A,0.0
Patanjali Yoga Sutras,Swami Vivekananda,105,175,4.0,40.0
Physics Galaxy,Ashish Arora,3541,3849,N/A,8.0
Can't Hurt Me: Master Your Mind and Defy the Odds,N/A,3450,3450,4.6,0.0
Hacking Health,Mukesh Bansal,364,499,4.5,27.0
The Famous Five Collection 1,Enid Blyton,425,599,5.0,29.0
The Diary of A Young Girl (Pocket Classics),Anne Frank,89,149,4.7,40.0
Never Let Me Go,Kazuo Ishiguro,425,599,4.2,29.0
Mrityu: Jaanen Ek Mahayogi Se (Hindi Translation of Bestselling Title Death by Sadhguru),Sadhguru,188,250,4.6,25.0
Oswaal CBSE Sample Question Papers Class 10 English Communicative Book (For Board Exams 2024) | 2023-24,Oswaal Editorial Board,230,230,N/A,0.0
Classic Fairy Tales: Ten Traditional Fairy Tales for Children,Wonder House Books,425,599,4.4,29.0
Together with CBSE EAD Sample Paper Class 12 Mathematics for Board Exam 2024,Rachna Sagar,271,271,N/A,0.0
"CBSE 20 Combined Sample Question Papers Class 12 Commerce (For Board Exam 2024) Books Accountancy, Business Studies, Economics, Mathematics, English Core",Oswaal Editorial Board,417,417,N/A,0.0
Educart Science NCERT Exemplar (Problems Solutions 2020) For Class 10,,295,295,4.3,0.0
Xam idea Sample Papers Simplified Economics| Class 12 for 2024 CBSE Board Exam | Based on NCERT | Latest Sample Papers 2024 (New paper pattern based on CBSE Sample Paper released on 8th September),Xamidea Editorial Board,278,278,N/A,0.0
That Long Silence,Deshpande Shashi,239,299,3.9,20.0
Shortcuts & Tips in Quantitative Aptitude/ Reasoning/ English for Competitive Exams 2nd Edition,Disha Experts,464,464,4.4,0.0
Together with CBSE EAD Sample Paper Class 10 English Language and Literature for Board Exam 2024,Rachna Sagar,286,286,N/A,0.0
Pussy,Delicious Tacos,1560,1773,4.7,12.0
"Oswal - Gurukul Science Most Likely CBSE Question Bank for Class 9 Exam 2024 - Chapterwise & Categorywise, New Paper Pattern (MCQs, Case, Assertion & Reasoning, NCERT & NCERT Exemplar Questions)",Oswal - Gurukul,433,433,N/A,0.0
Becoming,Michelle Obama,489,699,5.0,30.0
My Big Book of Patterns and Pencil Control,Wonder House Books,303,399,4.3,24.0
The Stationery Shop of Tehran,Marjan Kamali,284,450,5.0,37.0
Activity Book for Kids - Maths for Age 6+,Maple Press,161,161,4.6,0.0
JEE Main Chapterwise Mathematics,Arihant Experts,6009,6132,4.1,2.0
"Oswal - Gurukul 10 Years Solved Papers (Bengali Papers Included) for ICSE Class 10 Exam 2024 - Comprehensive Handbook of 18 Subjects - Yearwise Board Solutions, Revised Syllabus",Oswal - Gurukul,1251,1251,N/A,0.0
Shiv Puran (शिव पुराण),Vinay,1174,1319,4.3,11.0
Shlokas and Mantras and Hanuman Chalisa for Kids Age 2+ (Illustrated) (Set of 2 Books) - English/Sanskrit/Hindi with meaning explained,Maple Press,151,151,N/A,0.0
The Power Of Unwavering Focus (Lead Title),NA,356,495,4.7,28.0
"Disha Objective NCERT Xtract Chemistry for NTA NEET & JEE Main 7th Edition One Liner Theory, MCQs on every line of NCERT, Tips on your Fingertips, Previous Year Question Bank PYQs, Mo ck Tests",,5319,5719,3.8,7.0
How to Win Friends and Influence People,Dale Carnegie,119,199,4.1,40.0
All Set To Read Getting Ready To Read Level - 1,,443,750,4.8,41.0
Oswaal Objective General English For All Competitive Examinations Chapter-wise & Topic-wise A Complete Book on English Language,Oswaal Editorial Board,424,424,N/A,0.0
Harry Potter and the Chamber of Secrets: MinaLima Edition,J. K. Rowling,2148,3465,4.8,38.0
SUCCESS - NO MORE AN ILLUSION (by Nimisha Bansal),NIMISHA BANSAL,379,379,N/A,0.0
Chanakya Neeti with Chanakya Sutra Sahit in Telugu (చాణక్య విధానం - చాణక్య సూత్రంతో స&,Ashwini Parashar,1183,1344,4.0,12.0
Freedom From The Known,,290,290,5.0,0.0
"Oswal - Gurukul Mathematics Most Likely CBSE Question Bank for Class 12 Exam 2024 - Chapterwise & Categorywise, Competency Focused Qs, MCQs, Case, Assertion & Reasoning Based, Previous Years' Board Qs",Oswal - Gurukul,592,592,N/A,0.0
"Brain Booster Activity Book Set (Set of 10 books) (Colourful Pages) - 3 Years to 5 Years Old - Learn and Practice ABC Capital and Small Letters, Mazes, Spot the Difference, Pencil Control, Dot to Dot, Mathematics - Fun Early Learning",Maple Press,332,332,4.0,0.0
"Oswal - Gurukul Chapterwise Last Years Solved Papers for CBSE Class 10 Exam 2024 - Solved Board Questions (Maths Standard, English, Science & Social Science), Latest Syllabus, Toppers Answers",Oswal - Gurukul,948,948,N/A,0.0
Arihant NTA CUET PG 2024 M.Com (Master Of Commerce ) Part B,"Sapna Malik , Pratima Jain Roy",343,343,N/A,0.0
"NMAT by GMAC Official Guide, 9ed",GMAC,1765,1765,N/A,0.0
Lifespan: Why We Age - And Why We Don't Have To,Dr. David A. Sinclair,389,599,4.8,35.0
Sabse Mushkil Kaam Sabse Pehle,Brian Tracy,176,225,4.7,22.0
World's Greatest Entrepreneurs,First Edition,107,179,4.3,40.0
Indian Economy for UPSC (English| 7th Edition)| Civil Services Exam| State Administrative Exams,"Karuppiah, Sankarganesh",308,350,N/A,12.0
Ncert Examplar Chemistry Class 12th,Arihant Experts,5167,5939,4.8,13.0
Arthashastra,Au,489,699,4.6,30.0
"Oswal - Gurukul Science Most Likely CBSE Question Bank for Class 10 Exam 2023 - Chapterwise & Categorywise, New Paper Pattern (MCQs, Case, Assertion & Reasoning Based, Previous Years' Board Qs)",Oswal - Gurukul,741,741,4.1,0.0
Rolex Philosophy,Mara Cappelletti,4070,5500,N/A,26.0
Knowledge Encyclopedia: Human Body,Wonder House Books,758,1099,4.9,31.0
10x Rule,Grant Cardone,1548,2310,4.6,33.0
Deep Learning,Francis Bach,4948,8680,4.8,43.0
Forgotten Foods: Memories And Recipes From Muslim South Asia,"Husain Khan, Tarana",309,499,N/A,38.0
Six Gates Of Hell,Jugadu Fauji,870,1176,N/A,26.0
"Samanya Hindi Book for 2021 (For Civil Services, TET/TGT/PGT/NET, State-level PCS & Other Government Exams)",Agrawal Examcart,361,361,4.1,0.0
"Story Books for Kids (Set of 5 Books) (Illustrated) - Indian Freedom Fighters - Biographies for Children - 6 Years to 10 Years Old - Gandhi, Patel, Nehru, Subhash Chandra Bose, Bhagat Singh",Maple Press,182,182,N/A,0.0
"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,1247,1539,4.3,19.0
Objective Physics for NEET Vol 2 2022,DC Pandey,11081,11424,3.9,3.0
NMMS Exam Guide for (8th) Class VIII,RPH Editorial Board,312,520,4.5,40.0
What Are You Doing with Your Life?,J. Krishnamurti,239,299,4.5,20.0
My Little Book of Ganesha,Penguin India,615,769,4.6,20.0
Common Stocks and Uncommon Profits and Other Writings,Kenneth L Fisher,1599,2352,4.3,32.0
"Red, White & Royal Blue",Casey McQuiston,365,599,5.0,39.0
